Datetime,p47b8k2,p49b8k4,p51b8k6,p53b8k8,p55b8k10,p57b8k12,p59b8k14,p61b8k16,p63b8k18,p65b8k20,p67b8k22,p69b8k24,obs
2015-03-27,197.91304,200.55674743652344,196.39158630371094,199.6323699951172,193.7982940673828,192.99020385742188,193.5167694091797,195.6239471435547,196.20614624023438,193.0155792236328,199.4539031982422,197.98646545410156,198.28645
2015-03-28,197.32932,199.88429260253906,199.4525909423828,198.6504364013672,197.0431365966797,192.1822052001953,193.22035217285156,196.4862060546875,197.0565643310547,193.30947875976562,200.02732849121094,195.3755340576172,198.01308
2015-03-29,200.33076,200.4117431640625,202.86074829101562,200.51185607910156,199.89987182617188,193.8436737060547,194.2699737548828,197.38653564453125,197.55679321289062,193.31610107421875,199.77340698242188,198.59976196289062,197.73969
2015-03-30,197.62943,200.84747314453125,200.31211853027344,199.3922119140625,197.3733367919922,194.2215118408203,193.87889099121094,196.93235778808594,197.57192993164062,192.8363037109375,200.12315368652344,198.92324829101562,197.4663
2015-03-31,198.48509,201.77352905273438,198.36354064941406,201.5155487060547,197.43199157714844,193.00404357910156,193.5438232421875,197.33250427246094,197.72518920898438,194.1265411376953,198.91043090820312,196.7061309814453,197.1929
2015-04-01,197.27307,201.0704803466797,200.63026428222656,200.9180450439453,199.09437561035156,193.5098876953125,194.34158325195312,199.16619873046875,198.62203979492188,194.61993408203125,199.37945556640625,197.96920776367188,196.91953
2015-04-02,200.04161,200.42796325683594,201.9181671142578,203.75967407226562,200.9898681640625,193.48306274414062,194.28916931152344,198.8414306640625,198.06942749023438,193.9964599609375,198.2437744140625,200.1130828857422,196.64613
2015-04-03,198.98265,200.4630126953125,199.45632934570312,201.41448974609375,197.7703094482422,192.87818908691406,192.82989501953125,196.67857360839844,197.26280212402344,191.41571044921875,197.7933349609375,196.75274658203125,196.37274
2015-04-04,201.07329,200.93048095703125,200.49749755859375,201.46681213378906,198.22900390625,193.72531127929688,193.26499938964844,195.39561462402344,198.0537567138672,191.7775115966797,198.17750549316406,200.89102172851562,196.09935
2015-04-05,197.39561,198.55470275878906,197.78797912597656,200.82200622558594,197.52587890625,194.5911865234375,195.27622985839844,195.0466766357422,198.31143188476562,193.22573852539062,199.84146118164062,199.20274353027344,195.82596
2015-04-06,198.94337,197.17982482910156,196.14645385742188,199.55331420898438,197.4641571044922,194.6414794921875,195.37136840820312,196.3853302001953,197.49037170410156,193.05752563476562,198.06971740722656,197.1903533935547,195.55258
2015-04-07,196.50362,196.26715087890625,194.46290588378906,200.07872009277344,194.6697540283203,194.30154418945312,194.53477478027344,196.15257263183594,196.69784545898438,192.65185546875,199.0336151123047,199.95664978027344,195.27919
2015-04-08,200.70288,195.6266326904297,195.6456756591797,196.1412811279297,193.6964569091797,193.6994171142578,194.26788330078125,195.36264038085938,197.09393310546875,192.33709716796875,197.698486328125,196.1615447998047,195.0058
2015-04-09,196.03868,196.4349822998047,196.3339385986328,196.481201171875,194.8552703857422,195.00628662109375,194.89492797851562,196.48460388183594,197.7148895263672,193.37879943847656,198.38221740722656,199.36561584472656,194.7324
2015-04-10,198.5768,197.59312438964844,195.06031799316406,197.929443359375,195.076171875,195.89453125,196.19241333007812,197.36593627929688,196.99612426757812,193.7327423095703,196.54696655273438,197.02493286132812,194.45901
2015-04-11,192.63118,194.82101440429688,191.42628479003906,193.47010803222656,193.86671447753906,196.01124572753906,195.9813995361328,195.1356658935547,195.56434631347656,193.0860137939453,196.7999267578125,195.0743408203125,194.18564
2015-04-12,194.97783,192.98092651367188,195.0144500732422,192.82440185546875,192.5070343017578,195.61465454101562,194.93507385253906,194.74000549316406,193.1241912841797,191.7622833251953,193.94473266601562,194.2877960205078,193.91225
2015-04-13,192.75327,192.8170623779297,193.7189483642578,191.5242462158203,195.88775634765625,194.4368896484375,194.05557250976562,193.9813690185547,194.00421142578125,190.88348388671875,195.71363830566406,195.12269592285156,193.63885
2015-04-14,196.82358,193.1027374267578,193.9267578125,192.07418823242188,193.53927612304688,193.12945556640625,193.11570739746094,191.68638610839844,193.26901245117188,191.59259033203125,194.49346923828125,195.6128692626953,193.36546
2015-04-15,189.77481,194.12713623046875,192.18812561035156,192.4633331298828,192.11007690429688,193.6556854248047,194.0057830810547,191.48121643066406,194.87245178222656,194.79100036621094,195.73196411132812,194.26560974121094,193.09209
2015-04-16,193.5757,192.54916381835938,193.22467041015625,195.04470825195312,189.62091064453125,193.10989379882812,193.18934631347656,193.45338439941406,193.42770385742188,193.80886840820312,193.0108184814453,195.35626220703125,192.8187
2015-04-17,190.13123,190.8939971923828,193.84739685058594,196.33087158203125,194.60931396484375,194.9596405029297,194.2059783935547,192.9473419189453,194.32290649414062,192.56736755371094,194.67486572265625,193.8893280029297,192.5453
2015-04-18,196.32365,191.91612243652344,194.9373321533203,195.54165649414062,192.5478057861328,194.51979064941406,193.64215087890625,193.48683166503906,192.6352996826172,190.9505157470703,194.3610382080078,193.21897888183594,192.27191
2015-04-19,191.77411,194.296875,192.38125610351562,196.5227508544922,191.44439697265625,192.7298126220703,192.06610107421875,193.36065673828125,195.04295349121094,192.55508422851562,197.13507080078125,191.4626922607422,191.99852
2015-04-20,195.21423,195.73699951171875,193.3880615234375,194.62449645996094,195.09742736816406,188.24813842773438,189.38858032226562,195.18431091308594,194.86888122558594,192.16363525390625,192.5621337890625,189.06805419921875,191.72514
2015-04-21,188.50577,194.01132202148438,194.30404663085938,197.2931671142578,195.83607482910156,187.5992889404297,188.89694213867188,190.2917938232422,194.8245391845703,189.9690399169922,186.43780517578125,185.05972290039062,191.45175
2015-04-22,170.75117,191.8815460205078,191.79139709472656,192.69296264648438,189.85096740722656,187.933349609375,192.2081298828125,165.44253540039062,177.3391876220703,180.55799865722656,163.18682861328125,173.2009735107422,191.17836
2015-04-23,162.67236,184.5782470703125,188.9249267578125,176.35704040527344,190.2320556640625,192.1499481201172,196.3563995361328,160.7960968017578,164.5880584716797,176.4893341064453,153.13824462890625,168.10504150390625,190.90497
2015-04-24,154.23375,170.79530334472656,188.86529541015625,163.23410034179688,183.0425567626953,190.425048828125,188.33631896972656,157.28555297851562,157.56898498535156,166.83822631835938,157.27931213378906,161.77203369140625,190.63158
2015-04-25,164.46222,167.38633728027344,179.24794006347656,156.2259521484375,177.4156494140625,187.7268829345703,181.06629943847656,159.92169189453125,154.1808624267578,172.60968017578125,157.41114807128906,172.49098205566406,190.3582
2015-04-26,164.07536,162.149169921875,176.2750244140625,168.15003967285156,167.27928161621094,181.94981384277344,174.36326599121094,151.09498596191406,156.6282196044922,171.67823791503906,158.78140258789062,164.01719665527344,190.08481
2015-04-27,165.52098,163.71798706054688,166.47970581054688,162.44625854492188,165.06031799316406,181.7082061767578,175.4207305908203,167.62466430664062,158.9945831298828,176.88844299316406,157.1277618408203,172.37933349609375,189.81142
2015-04-28,160.39368,163.91323852539062,163.00787353515625,162.06622314453125,165.70022583007812,183.59707641601562,179.96951293945312,157.99490356445312,154.87942504882812,179.23744201660156,149.92442321777344,166.69155883789062,189.53802
2015-04-29,163.16272,160.6861572265625,158.5913848876953,162.5637664794922,168.9757843017578,193.48489379882812,186.67652893066406,159.73048400878906,151.43588256835938,174.95199584960938,140.06251525878906,175.46070861816406,189.26465
2015-04-30,159.4526,158.86416625976562,160.49208068847656,163.44239807128906,165.78868103027344,191.11746215820312,181.27940368652344,151.15652465820312,155.88681030273438,167.0170440673828,151.3828887939453,163.3770751953125,188.99126
2015-05-01,168.67519,162.52806091308594,154.90548706054688,159.4116973876953,158.80853271484375,176.29776000976562,164.4216766357422,152.0675048828125,157.58871459960938,158.75662231445312,149.45022583007812,171.05918884277344,188.71786
2015-05-02,161.79352,163.96646118164062,157.52552795410156,169.9120330810547,162.65724182128906,158.5585479736328,153.5550079345703,155.61985778808594,153.34205627441406,171.3014373779297,153.63479614257812,143.43687438964844,188.44447
2015-05-03,171.95758,164.7410888671875,158.75161743164062,169.00271606445312,168.4617462158203,153.95677185058594,151.1743621826172,165.80718994140625,152.6093292236328,178.6538848876953,148.14361572265625,162.76992797851562,188.17108
2015-05-04,163.09596,165.39657592773438,165.40968322753906,177.34921264648438,164.0224151611328,173.19723510742188,175.06443786621094,156.75962829589844,157.6909942626953,172.60952758789062,152.0642852783203,143.6399383544922,187.8977
2015-05-05,172.42378,165.66810607910156,159.80101013183594,173.3184814453125,160.4935302734375,180.79104614257812,181.098388671875,152.55503845214844,158.8713836669922,162.75921630859375,145.08822631835938,161.6238555908203,187.62431
2015-05-06,162.43874,164.79986572265625,162.2007293701172,177.47586059570312,159.94015502929688,162.2336883544922,160.11167907714844,162.3553009033203,155.96548461914062,166.0531768798828,150.79708862304688,147.85317993164062,187.35092
2015-05-07,172.26535,166.06781005859375,162.59413146972656,169.18057250976562,160.75341796875,148.08233642578125,143.560791015625,162.51544189453125,151.02499389648438,153.86109924316406,132.38023376464844,152.05584716796875,187.07753
2015-05-08,163.79398,168.03045654296875,167.1025390625,174.1205291748047,156.85989379882812,143.47303771972656,141.43435668945312,149.68495178222656,150.76470947265625,139.8923797607422,151.45111083984375,137.3376922607422,186.80414
2015-05-09,176.66183,171.99249267578125,164.20155334472656,173.8094482421875,157.8835906982422,154.31539916992188,154.99008178710938,157.550048828125,155.56942749023438,142.93016052246094,146.531982421875,164.72384643554688,186.53076
2015-05-10,166.07402,173.91111755371094,170.5353546142578,176.9401092529297,163.1780548095703,164.73301696777344,165.11148071289062,157.9942626953125,154.98507690429688,152.7542266845703,149.65237426757812,146.8214569091797,186.25737
2015-05-11,176.06819,171.9726104736328,169.70494079589844,172.97760009765625,164.920654296875,178.925537109375,174.26104736328125,160.2570343017578,149.93177795410156,162.95529174804688,139.26547241210938,136.54071044921875,185.98398
2015-05-12,162.31128,170.6883544921875,170.3193817138672,183.6605987548828,168.38587951660156,169.06130981445312,164.7913055419922,155.79385375976562,150.0361785888672,157.9313507080078,148.6451416015625,161.09332275390625,185.71059
2015-05-13,177.09265,174.4734344482422,172.4480743408203,175.87171936035156,167.50653076171875,163.239013671875,162.78768920898438,164.52818298339844,164.20291137695312,160.1424560546875,148.178955078125,148.0597381591797,185.09831
2015-05-14,175.78706,179.8279571533203,178.7980499267578,183.55709838867188,167.94920349121094,155.30162048339844,154.70455932617188,175.16897583007812,168.03115844726562,162.02496337890625,163.6858673095703,151.89456176757812,184.48604
2015-05-15,184.16861,179.8974151611328,173.1007843017578,184.1649932861328,167.6693115234375,161.61669921875,158.76806640625,170.88671875,167.44100952148438,161.97805786132812,158.40899658203125,148.09927368164062,183.87376
2015-05-16,168.23138,172.2954559326172,168.59918212890625,188.8384552001953,164.3853759765625,178.017822265625,174.8688507080078,168.80001831054688,165.4241485595703,174.9497528076172,164.23683166503906,147.223388671875,183.26149
2015-05-17,170.50494,167.98995971679688,161.03277587890625,170.37811279296875,154.94342041015625,181.79010009765625,178.59437561035156,158.24143981933594,155.43397521972656,176.66404724121094,152.9054718017578,124.17891693115234,182.64922
2015-05-18,156.41098,165.2129669189453,162.7039337158203,171.968505859375,158.37184143066406,170.64625549316406,170.75352478027344,164.28517150878906,152.24041748046875,166.8040008544922,156.25534057617188,145.19729614257812,182.03694
2015-05-19,176.65497,167.37237548828125,159.3917999267578,172.30044555664062,155.37998962402344,166.497314453125,168.4073486328125,170.75238037109375,156.5463409423828,165.27618408203125,158.08616638183594,147.76719665527344,181.42467
2015-05-20,165.89595,167.93731689453125,161.55662536621094,169.85671997070312,154.89125061035156,170.67401123046875,171.2674102783203,173.75021362304688,168.4684295654297,170.29476928710938,161.51112365722656,150.9532012939453,180.8124
2015-05-21,175.91609,168.0141143798828,157.63536071777344,175.17929077148438,157.537109375,173.89942932128906,174.52114868164062,176.36593627929688,172.15093994140625,175.72308349609375,158.92437744140625,152.6285858154297,180.20012
2015-05-22,159.92386,166.7183380126953,160.53192138671875,181.99423217773438,164.38754272460938,171.08421325683594,171.1508331298828,174.05165100097656,172.03079223632812,173.44903564453125,166.53189086914062,166.2536163330078,179.58784
2015-05-23,176.60071,165.86209106445312,156.70913696289062,176.5046844482422,164.4218292236328,169.40548706054688,170.2259521484375,167.97171020507812,165.88246154785156,168.74851989746094,168.0703125,153.96939086914062,178.97557
2015-05-24,161.77724,170.59429931640625,158.0912322998047,187.787841796875,162.40090942382812,173.68409729003906,173.2799835205078,163.0443878173828,163.21673583984375,169.47076416015625,174.01986694335938,169.31849670410156,178.3633
2015-05-25,178.24806,168.06607055664062,160.6294708251953,160.02781677246094,165.1087646484375,182.96688842773438,180.2016143798828,174.5049285888672,165.78933715820312,175.99461364746094,174.02243041992188,158.64393615722656,177.75102
2015-05-26,154.829,170.9119110107422,165.8635711669922,180.0529022216797,173.60243225097656,178.53782653808594,175.22933959960938,170.01800537109375,167.82437133789062,175.28866577148438,177.0187225341797,185.6853485107422,177.13875
2015-05-27,179.04222,167.27101135253906,160.90403747558594,189.91148376464844,176.71875,177.0966339111328,174.3992156982422,176.6919403076172,160.6072235107422,176.7002410888672,169.30238342285156,168.10919189453125,176.52647
2015-05-28,156.77034,161.11624145507812,160.62728881835938,183.95826721191406,180.6894989013672,179.46389770507812,177.3428497314453,169.9602508544922,156.52650451660156,179.36495971679688,167.26608276367188,171.30856323242188,175.9142
2015-05-29,166.29356,161.42181396484375,159.080322265625,182.04420471191406,183.91441345214844,186.1863555908203,184.25430297851562,180.7209014892578,162.8485565185547,185.85894775390625,172.44601440429688,163.2616729736328,175.75316
2015-05-30,155.3729,165.1342010498047,163.540771484375,183.73187255859375,184.95896911621094,189.24964904785156,185.9914093017578,179.2889862060547,167.9099884033203,185.68190002441406,179.47068786621094,170.59254455566406,175.59213
2015-05-31,174.99037,174.33656311035156,173.73345947265625,179.48292541503906,181.91976928710938,186.21084594726562,183.98983764648438,183.1570281982422,175.50347900390625,183.40219116210938,182.47817993164062,175.83978271484375,175.43109
2015-06-01,185.17122,187.19581604003906,185.20928955078125,179.68568420410156,180.5891876220703,183.59548950195312,180.53164672851562,181.09683227539062,183.94532775878906,179.10537719726562,185.94578552246094,182.780029296875,175.27005
2015-06-02,186.37262,186.6723175048828,185.0956573486328,177.6939239501953,184.2919158935547,180.3764190673828,179.6050567626953,183.0552520751953,187.04530334472656,181.0238037109375,185.51806640625,181.42129516601562,175.10902
2015-06-03,184.70067,186.4499969482422,184.20281982421875,181.8726043701172,183.5114288330078,179.7389678955078,179.72055053710938,185.29638671875,185.57711791992188,185.37049865722656,186.3046417236328,178.0293426513672,174.94798
2015-06-04,183.86896,186.05345153808594,182.71783447265625,178.28387451171875,180.85694885253906,187.17689514160156,188.34397888183594,184.3312225341797,182.48301696777344,186.5249786376953,184.81222534179688,175.22840881347656,174.78694
2015-06-05,182.6319,185.38311767578125,181.3301239013672,178.2801513671875,180.66375732421875,189.27369689941406,189.64169311523438,178.76878356933594,181.79953002929688,181.82504272460938,183.45579528808594,175.34893798828125,174.6259
2015-06-06,181.36536,183.77630615234375,181.7394561767578,175.1069793701172,178.9645538330078,182.0035400390625,182.10670471191406,181.78353881835938,184.6663818359375,181.317138671875,183.47048950195312,176.65736389160156,174.46487
2015-06-07,184.8712,183.59835815429688,181.75035095214844,177.9989013671875,178.49098205566406,178.44720458984375,176.63336181640625,180.46925354003906,181.5644989013672,179.16468811035156,182.26629638671875,176.2669677734375,174.30383
2015-06-08,182.88272,182.97177124023438,181.2265625,177.72068786621094,180.604736328125,177.44505310058594,174.08154296875,179.12106323242188,183.29330444335938,177.35841369628906,179.5944061279297,175.64059448242188,174.14279
2015-06-09,183.87065,183.18719482421875,178.34164428710938,181.94613647460938,179.87619018554688,181.87733459472656,178.72804260253906,181.37704467773438,179.28762817382812,180.9693145751953,183.23101806640625,176.38143920898438,173.98177
2015-06-10,182.3523,184.1772918701172,181.37098693847656,176.7637939453125,181.8049774169922,186.41070556640625,184.81727600097656,181.79640197753906,181.8150177001953,182.98446655273438,180.94334411621094,174.31768798828125,173.82072
2015-06-11,182.50363,183.6077423095703,181.80160522460938,179.138916015625,182.556640625,188.48130798339844,186.81240844726562,179.06814575195312,182.5057830810547,183.68356323242188,180.17176818847656,176.91891479492188,173.65968
2015-06-12,183.5862,185.00938415527344,185.9822540283203,178.31094360351562,184.33267211914062,185.08860778808594,183.8719482421875,184.41392517089844,186.21182250976562,182.210205078125,182.4634552001953,183.07464599609375,173.49864
2015-06-13,186.48625,186.2157440185547,186.93630981445312,183.4182891845703,184.6650848388672,183.77821350097656,183.58580017089844,184.9113311767578,187.42210388183594,182.37913513183594,184.58474731445312,185.66661071777344,173.33762
2015-06-14,187.46701,187.24957275390625,187.70895385742188,178.661865234375,187.2117919921875,179.15908813476562,179.1815185546875,188.80148315429688,189.43438720703125,184.13955688476562,185.79296875,179.5908966064453,173.17657
2015-06-15,189.25613,187.2813262939453,187.5186767578125,183.025146484375,187.8930206298828,178.83282470703125,178.42941284179688,187.5818328857422,188.69349670410156,182.79476928710938,186.97865295410156,183.48057556152344,173.01553
2015-06-16,187.53728,187.306884765625,188.52362060546875,180.12551879882812,185.03184509277344,186.20497131347656,185.62452697753906,183.69053649902344,190.4330291748047,185.5429229736328,188.4062042236328,182.14181518554688,172.8545
2015-06-17,185.7401,186.08937072753906,184.25506591796875,182.7935028076172,182.77908325195312,189.38485717773438,188.35104370117188,182.26573181152344,185.68272399902344,188.47438049316406,187.77459716796875,180.14820861816406,172.69347
2015-06-18,186.31908,183.9478759765625,185.86351013183594,180.56045532226562,185.69349670410156,186.19671630859375,185.23109436035156,187.27951049804688,186.63914489746094,186.0603485107422,188.46755981445312,183.46142578125,172.53242
2015-06-19,187.83128,186.28530883789062,185.7635040283203,182.9872589111328,186.16571044921875,183.21080017089844,182.25009155273438,188.34042358398438,187.19363403320312,181.72073364257812,185.95236206054688,188.69619750976562,172.37138
2015-06-20,185.42842,187.0888671875,184.1403045654297,182.92184448242188,184.97792053222656,184.99319458007812,184.99771118164062,185.50721740722656,187.5784149169922,181.3628387451172,183.8162841796875,179.15533447265625,172.21036
2015-06-21,183.03056,184.47705078125,181.12066650390625,187.5985870361328,183.90536499023438,186.1868438720703,186.578125,184.43714904785156,186.54031372070312,183.18446350097656,181.25833129882812,186.12332153320312,172.04932
2015-06-22,181.83536,182.88099670410156,181.34681701660156,182.97630310058594,184.94175720214844,187.63710021972656,187.36285400390625,187.7513427734375,187.64080810546875,185.73057556152344,185.79180908203125,182.3776397705078,171.88828
2015-06-23,184.62881,182.42584228515625,181.92514038085938,191.7211151123047,184.8160858154297,187.88575744628906,188.45155334472656,186.05621337890625,185.65203857421875,185.45472717285156,184.707275390625,183.702392578125,171.72725
2015-06-24,185.75769,185.13710021972656,185.04603576660156,186.81307983398438,182.89027404785156,189.87570190429688,190.6057586669922,190.9076385498047,188.21234130859375,188.509033203125,189.2439727783203,187.6378631591797,171.56621
2015-06-25,191.3234,190.861572265625,187.30615234375,192.82376098632812,184.4098358154297,191.57638549804688,192.24954223632812,191.7275848388672,190.76608276367188,190.92909240722656,191.6570587158203,188.4123992919922,171.40517
2015-06-26,188.12994,193.2841033935547,189.51429748535156,187.97462463378906,189.74551391601562,187.63450622558594,187.88377380371094,191.49911499023438,191.4193115234375,189.45947265625,193.301513671875,188.29701232910156,171.24413
2015-06-27,190.8955,192.42478942871094,190.755859375,194.9417266845703,192.14112854003906,188.13943481445312,188.82542419433594,191.79486083984375,189.9186553955078,189.75579833984375,190.62139892578125,187.61351013183594,171.0831
2015-06-28,188.2822,188.70486450195312,190.34901428222656,190.9989013671875,190.67457580566406,189.74557495117188,189.34507751464844,187.71131896972656,187.234130859375,189.0972137451172,191.26416015625,188.5664825439453,170.92206
2015-06-29,189.65472,189.5572967529297,189.38186645507812,191.02508544921875,191.72959899902344,189.70872497558594,189.70590209960938,190.30780029296875,187.85623168945312,189.4485321044922,188.9633331298828,187.5236358642578,170.76102
2015-06-30,185.95529,191.93878173828125,192.3221893310547,191.99435424804688,195.37474060058594,189.40916442871094,190.93215942382812,192.82354736328125,190.02549743652344,191.89503479003906,191.25306701660156,193.3578643798828,170.59999
2015-07-01,191.15111,192.68601989746094,192.51998901367188,192.5966033935547,195.01458740234375,189.35995483398438,190.81399536132812,195.5119171142578,191.94384765625,192.47702026367188,191.66758728027344,197.61175537109375,170.43895
2015-07-02,193.10184,196.28060913085938,195.33201599121094,191.47508239746094,193.230712890625,190.6156005859375,191.2920684814453,195.8096160888672,193.7555694580078,192.4419708251953,193.72764587402344,197.33702087402344,170.27791
2015-07-03,194.81302,195.14280700683594,195.5220489501953,192.45591735839844,194.22605895996094,192.54530334472656,192.59556579589844,196.07778930664062,194.55784606933594,191.37490844726562,191.33743286132812,198.7995147705078,170.11687
2015-07-04,193.60266,193.3772430419922,196.44200134277344,191.9055633544922,195.12765502929688,192.64476013183594,192.18917846679688,196.55067443847656,196.5215301513672,190.3344268798828,192.4703369140625,197.64942932128906,169.95584
2015-07-05,195.37834,192.00804138183594,195.1414337158203,190.97532653808594,192.3396453857422,192.16799926757812,193.3455352783203,197.32911682128906,196.3096923828125,191.7125244140625,193.1328125,195.7648162841797,169.7948
2015-07-06,194.58548,193.27317810058594,193.89041137695312,189.93939208984375,193.18685913085938,193.30801391601562,194.57427978515625,196.9410400390625,194.9531707763672,192.29165649414062,196.8426971435547,195.9139404296875,169.63376
2015-07-07,197.1976,195.6224822998047,194.22669982910156,193.5081329345703,192.0341339111328,194.56297302246094,195.06028747558594,196.46385192871094,194.97561645507812,191.63247680664062,196.3118896484375,199.4653778076172,169.47273
2015-07-08,193.35983,196.34698486328125,196.02000427246094,193.16970825195312,194.93162536621094,192.04161071777344,192.545654296875,195.67213439941406,195.32667541503906,189.9417266845703,196.2845458984375,198.5780487060547,170.59189
2015-07-09,195.66556,194.37574768066406,194.34999084472656,195.4459991455078,196.7677459716797,193.7608642578125,194.17066955566406,195.08412170410156,194.05123901367188,190.7705535888672,195.5400390625,197.24734497070312,171.71104
2015-07-10,191.20874,191.2728729248047,193.36611938476562,195.84095764160156,198.11598205566406,196.89671325683594,196.9377899169922,195.39071655273438,193.29592895507812,194.03518676757812,195.35589599609375,199.32777404785156,172.8302
2015-07-11,194.39534,191.92709350585938,192.57940673828125,194.28953552246094,196.7997283935547,196.92626953125,196.54774475097656,195.3335418701172,194.2669219970703,194.11428833007812,196.33912658691406,198.91781616210938,173.94937
2015-07-12,193.98567,193.6443328857422,194.249267578125,195.44558715820312,198.63389587402344,195.74935913085938,195.5760040283203,197.9841766357422,196.16146850585938,193.18722534179688,197.9222869873047,200.6674041748047,175.06853
2015-07-13,197.44913,196.62765502929688,197.48423767089844,195.41839599609375,199.97756958007812,195.436767578125,195.83444213867188,198.89646911621094,196.5765380859375,193.12109375,199.36383056640625,203.37472534179688,176.18768
2015-07-14,196.26627,197.79579162597656,198.1843719482422,196.18890380859375,199.0838165283203,196.00146484375,195.9979248046875,199.0907745361328,198.68138122558594,193.86129760742188,198.3129425048828,201.068115234375,177.30684
2015-07-15,196.64012,197.3227081298828,196.8389434814453,196.30140686035156,198.6953887939453,197.4162139892578,197.0492401123047,198.66116333007812,198.33938598632812,194.447509765625,198.02841186523438,200.1265869140625,178.426
2015-07-16,196.34772,197.23277282714844,198.53628540039062,197.1027374267578,200.39488220214844,197.2333984375,196.0858612060547,197.3626251220703,198.4539794921875,193.33151245117188,198.05946350097656,199.32101440429688,178.87479
2015-07-17,198.64095,198.02166748046875,199.8075714111328,196.44081115722656,199.4092254638672,196.63917541503906,195.77691650390625,196.8878631591797,197.00860595703125,193.26580810546875,198.76637268066406,200.2272491455078,179.32358
2015-07-18,197.12387,197.9306640625,199.4154815673828,197.12583923339844,198.82907104492188,196.14364624023438,195.72305297851562,195.68319702148438,196.7174835205078,193.85977172851562,195.7984619140625,196.07818603515625,179.77237
2015-07-19,193.8587,197.06414794921875,195.70838928222656,193.168701171875,196.1333465576172,196.07582092285156,196.80543518066406,192.5000762939453,195.05126953125,194.60801696777344,194.09304809570312,196.3917999267578,180.22116
2015-07-20,192.8802,195.15953063964844,194.22802734375,192.91241455078125,194.02317810058594,195.95281982421875,195.4005584716797,191.7458038330078,194.22726440429688,193.229248046875,191.50454711914062,195.4840545654297,180.66995
2015-07-21,192.45358,193.7681121826172,192.29489135742188,189.9051971435547,190.53709411621094,192.91075134277344,193.38526916503906,190.00975036621094,191.94552612304688,192.1460418701172,193.3335418701172,193.91029357910156,181.11874
2015-07-22,195.2409,192.3623046875,191.5583038330078,191.21279907226562,188.78677368164062,193.17381286621094,193.7086944580078,190.45272827148438,190.76629638671875,193.08279418945312,194.55723571777344,193.8480987548828,181.56752
2015-07-23,194.74832,191.0501708984375,190.973876953125,187.75607299804688,188.77383422851562,194.666259765625,195.04183959960938,191.78330993652344,191.8134002685547,194.3313751220703,196.2657012939453,192.90396118164062,182.01631
2015-07-24,193.08328,193.0714874267578,190.47288513183594,190.11131286621094,189.33534240722656,194.67930603027344,194.9912872314453,194.54876708984375,193.4929962158203,194.22763061523438,194.9869842529297,192.11135864257812,182.4651
2015-07-25,193.29941,193.8050994873047,191.03741455078125,190.80816650390625,190.7053985595703,194.1919403076172,194.82591247558594,192.2975616455078,192.44735717773438,192.9093475341797,191.53305053710938,191.9959259033203,182.9139
2015-07-26,192.90425,192.73912048339844,193.82717895507812,189.45191955566406,192.13136291503906,195.18179321289062,194.907470703125,191.63185119628906,192.3823699951172,191.4434051513672,190.1414031982422,192.37181091308594,183.36269
2015-07-27,191.55612,191.5108184814453,194.23399353027344,189.2594451904297,193.11553955078125,194.96180725097656,195.16043090820312,190.35914611816406,193.52394104003906,191.2797088623047,191.18948364257812,192.28707885742188,183.81148
2015-07-28,193.80457,192.600341796875,193.52210998535156,190.2760772705078,194.98956298828125,193.1359405517578,194.71897888183594,193.2379150390625,195.0371856689453,193.59356689453125,192.7624053955078,191.76931762695312,184.26027
2015-07-29,193.21504,193.98397827148438,193.6975860595703,191.80184936523438,194.74208068847656,192.8505096435547,194.45538330078125,195.2501220703125,194.61318969726562,195.68597412109375,193.1710662841797,195.00747680664062,184.70905
2015-07-30,197.05766,195.5074462890625,195.32516479492188,193.23521423339844,194.96566772460938,192.3865509033203,193.7873992919922,196.69815063476562,195.2857666015625,195.08680725097656,194.70425415039062,194.3973388671875,185.15784
2015-07-31,195.75784,194.7218475341797,197.4190673828125,192.69285583496094,195.96682739257812,194.15223693847656,194.966552734375,195.62213134765625,195.1619110107422,194.42918395996094,194.2949981689453,196.53443908691406,185.60663
2015-08-01,197.37408,195.3508758544922,197.3835906982422,193.47409057617188,196.26866149902344,194.86346435546875,194.30809020996094,196.09909057617188,195.67214965820312,194.09861755371094,194.08245849609375,195.4794158935547,185.44925
2015-08-02,194.833,195.47129821777344,195.74317932128906,192.3550567626953,197.349365234375,193.70799255371094,193.91537475585938,197.0699920654297,196.8076629638672,194.11244201660156,192.9649200439453,196.11790466308594,185.29185
2015-08-03,195.69608,195.44468688964844,196.11598205566406,192.500732421875,197.2326202392578,193.18130493164062,193.95816040039062,197.5224609375,197.3730010986328,194.47952270507812,195.15576171875,192.8053436279297,185.13448
2015-08-04,194.5963,194.66726684570312,196.23582458496094,193.13327026367188,197.32528686523438,194.47122192382812,195.20790100097656,196.5916290283203,196.087158203125,193.59457397460938,194.18215942382812,194.64303588867188,184.97708
2015-08-05,197.03192,195.25784301757812,196.92201232910156,191.4387664794922,195.71759033203125,194.1417999267578,193.85000610351562,195.51353454589844,195.91946411132812,191.0751495361328,194.49452209472656,195.5832061767578,184.8197
2015-08-06,195.09798,195.40956115722656,198.37083435058594,192.9549102783203,196.86883544921875,194.394287109375,194.54859924316406,194.23451232910156,196.7479705810547,190.49188232421875,193.37649536132812,195.818603515625,184.66231
